id,source,R,occ,method,t_s,omega_rad_s
1,video_1,0,0,windowed,0.000000,16.670615
1,video_1,0,0,windowed,0.033334,16.391958
1,video_1,0,0,windowed,0.066668,16.392416
1,video_1,0,0,windowed,0.100002,16.606630
1,video_1,0,0,windowed,0.133336,16.964526
1,video_1,0,0,windowed,0.166671,17.393974
1,video_1,0,0,windowed,0.200005,17.838205
1,video_1,0,0,windowed,0.233339,18.073187
1,video_1,0,0,windowed,0.266673,17.962087
1,video_1,0,0,windowed,0.300007,17.509988
1,video_1,0,0,windowed,0.333342,17.011015
1,video_1,0,0,windowed,0.366676,16.585391
1,video_1,0,0,windowed,0.400010,16.409263
1,video_1,0,0,windowed,0.433344,16.403194
1,video_1,0,0,windowed,0.466678,16.593565
1,video_1,0,0,windowed,0.500013,16.880989
1,video_1,0,0,windowed,0.533347,17.184256
1,video_1,0,0,windowed,0.566681,17.492103
1,video_1,0,0,windowed,0.600015,17.677365
1,video_1,0,0,windowed,0.633349,17.667058
1,video_1,0,0,windowed,0.666684,17.377080
1,video_1,0,0,windowed,0.700018,16.955898
1,video_1,0,0,windowed,0.733352,16.569254
1,video_1,0,0,windowed,0.766686,16.356259
1,video_1,0,0,windowed,0.800020,16.291684
1,video_1,0,0,windowed,0.833355,16.399238
1,video_1,0,0,windowed,0.866689,16.610606
1,video_1,0,0,windowed,0.900023,16.943247
1,video_1,0,0,windowed,0.933357,17.347371
1,video_1,0,0,windowed,0.966691,17.632183
1,video_1,0,0,windowed,1.000026,17.668227
1,video_1,0,0,windowed,1.033360,17.343418
1,video_1,0,0,windowed,1.066694,16.878014
1,video_1,0,0,windowed,1.100028,16.456941
1,video_1,0,0,windowed,1.133362,16.185381
1,video_1,0,0,windowed,1.166696,16.087428
1,video_1,0,0,windowed,1.200031,16.151016
1,video_1,0,0,windowed,1.233365,16.331612
1,video_1,0,0,windowed,1.266699,16.652211
1,video_1,0,0,windowed,1.300033,17.045355
1,video_1,0,0,windowed,1.333367,17.471460
1,video_1,0,0,windowed,1.366702,17.677407
1,video_1,0,0,windowed,1.400036,17.445523
1,video_1,0,0,windowed,1.433370,16.914538
1,video_1,0,0,windowed,1.466704,16.348192
1,video_1,0,0,windowed,1.500038,16.017057
1,video_1,0,0,windowed,1.533373,15.924465
1,video_1,0,0,windowed,1.566707,15.996060
1,video_1,0,0,windowed,1.600041,16.195522
1,video_1,0,0,windowed,1.633375,16.517605
1,video_1,0,0,windowed,1.666709,16.896317
1,video_1,0,0,windowed,1.700044,17.328241
1,video_1,0,0,windowed,1.733378,17.512082
1,video_1,0,0,windowed,1.766712,17.349846
1,video_1,0,0,windowed,1.800046,16.831662
1,video_1,0,0,windowed,1.833380,16.253217
1,video_1,0,0,windowed,1.866715,15.902712
1,video_1,0,0,windowed,1.900049,15.746960
1,video_1,0,0,windowed,1.933383,15.775106
1,video_1,0,0,windowed,1.966717,15.878320
1,video_1,0,0,windowed,2.000051,16.122923
1,video_1,0,0,windowed,2.033385,16.484776
1,video_1,0,0,windowed,2.066720,16.894952
1,video_1,0,0,windowed,2.100054,17.211123
1,video_1,0,0,windowed,2.133388,17.227024
1,video_1,0,0,windowed,2.166722,16.927088
1,video_1,0,0,windowed,2.200056,16.458280
1,video_1,0,0,windowed,2.233391,16.045704
1,video_1,0,0,windowed,2.266725,15.764721
1,video_1,0,0,windowed,2.300059,15.637146
1,video_1,0,0,windowed,2.333393,15.699487
1,video_1,0,0,windowed,2.366727,15.926844
1,video_1,0,0,windowed,2.400062,16.282346
1,video_1,0,0,windowed,2.433396,16.659581
1,video_1,0,0,windowed,2.466730,17.016486
1,video_1,0,0,windowed,2.500064,17.139428
1,video_1,0,0,windowed,2.533398,16.942601
1,video_1,0,0,windowed,2.566733,16.469093
1,video_1,0,0,windowed,2.600067,15.993038
1,video_1,0,0,windowed,2.633401,15.674915
1,video_1,0,0,windowed,2.666735,15.514246
1,video_1,0,0,windowed,2.700069,15.499094
1,video_1,0,0,windowed,2.733404,15.627908
1,video_1,0,0,windowed,2.766738,15.861747
1,video_1,0,0,windowed,2.800072,16.146699
1,video_1,0,0,windowed,2.833406,16.478724
1,video_1,0,0,windowed,2.866740,16.816159
1,video_1,0,0,windowed,2.900074,16.974647
1,video_1,0,0,windowed,2.933409,16.757501
1,video_1,0,0,windowed,2.966743,16.271680
1,video_1,0,0,windowed,3.000077,15.799762
1,video_1,0,0,windowed,3.033411,15.503756
1,video_1,0,0,windowed,3.066745,15.414222
1,video_1,0,0,windowed,3.100080,15.441220
1,video_1,0,0,windowed,3.133414,15.599332
1,video_1,0,0,windowed,3.166748,15.847919
1,video_1,0,0,windowed,3.200082,16.123840
1,video_1,0,0,windowed,3.233416,16.418285
1,video_1,0,0,windowed,3.266751,16.603585
1,video_1,0,0,windowed,3.300085,16.618728
1,video_1,0,0,windowed,3.333419,16.368840
1,video_1,0,0,windowed,3.366753,15.980969
1,video_1,0,0,windowed,3.400087,15.620382
1,video_1,0,0,windowed,3.433422,15.346864
1,video_1,0,0,windowed,3.466756,15.250788
1,video_1,0,0,windowed,3.500090,15.290949
1,video_1,0,0,windowed,3.533424,15.468864
1,video_1,0,0,windowed,3.566758,15.720602
1,video_1,0,0,windowed,3.600093,16.007743
1,video_1,0,0,windowed,3.633427,16.356016
1,video_1,0,0,windowed,3.666761,16.580446
1,video_1,0,0,windowed,3.700095,16.543904
1,video_1,0,0,windowed,3.733429,16.196904
1,video_1,0,0,windowed,3.766763,15.759603
1,video_1,0,0,windowed,3.800098,15.419139
1,video_1,0,0,windowed,3.833432,15.190788
1,video_1,0,0,windowed,3.866766,15.073790
1,video_1,0,0,windowed,3.900100,15.085127
1,video_1,0,0,windowed,3.933434,15.249640
1,video_1,0,0,windowed,3.966769,15.537822
1,video_1,0,0,windowed,4.000103,15.860607
1,video_1,0,0,windowed,4.033437,16.216692
1,video_1,0,0,windowed,4.066771,16.422144
1,video_1,0,0,windowed,4.100105,16.369190
1,video_1,0,0,windowed,4.133440,16.027182
1,video_1,0,0,windowed,4.166774,15.586928
1,video_1,0,0,windowed,4.200108,15.252399
1,video_1,0,0,windowed,4.233442,15.029136
1,video_1,0,0,windowed,4.266776,14.960744
1,video_1,0,0,windowed,4.300111,14.996463
1,video_1,0,0,windowed,4.333445,15.171753
1,video_1,0,0,windowed,4.366779,15.384960
1,video_1,0,0,windowed,4.400113,15.637281
1,video_1,0,0,windowed,4.433447,15.920302
1,video_1,0,0,windowed,4.466782,16.158676
1,video_1,0,0,windowed,4.500116,16.212321
1,video_1,0,0,windowed,4.533450,15.981637
1,video_1,0,0,windowed,4.566784,15.599424
1,video_1,0,0,windowed,4.600118,15.230994
1,video_1,0,0,windowed,4.633452,14.966897
1,video_1,0,0,windowed,4.666787,14.844671
1,video_1,0,0,windowed,4.700121,14.814847
1,video_1,0,0,windowed,4.733455,14.947558
1,video_1,0,0,windowed,4.766789,15.097974
1,video_1,0,0,windowed,4.800123,15.323820
1,video_1,0,0,windowed,4.833458,15.652497
1,video_1,0,0,windowed,4.866792,15.982798
1,video_1,0,0,windowed,4.900126,16.154325
1,video_1,0,0,windowed,4.933460,15.921417
1,video_1,0,0,windowed,4.966794,15.482150
1,video_1,0,0,windowed,5.000129,15.066719
1,video_1,0,0,windowed,5.033463,14.807839
1,video_1,0,0,windowed,5.066797,14.697837
1,video_1,0,0,windowed,5.100131,14.656495
1,video_1,0,0,windowed,5.133465,14.745428
1,video_1,0,0,windowed,5.166800,14.907513
1,video_1,0,0,windowed,5.200134,15.130717
1,video_1,0,0,windowed,5.233468,15.444228
1,video_1,0,0,windowed,5.266802,15.800684
1,video_1,0,0,windowed,5.300136,16.023172
1,video_1,0,0,windowed,5.333471,15.919149
1,video_1,0,0,windowed,5.366805,15.551371
1,video_1,0,0,windowed,5.400139,15.117277
1,video_1,0,0,windowed,5.433473,14.800527
1,video_1,0,0,windowed,5.466807,14.545851
1,video_1,0,0,windowed,5.500141,14.440511
1,video_1,0,0,windowed,5.533476,14.441304
1,video_1,0,0,windowed,5.566810,14.648548
1,video_1,0,0,windowed,5.600144,14.904044
1,video_1,0,0,windowed,5.633478,15.155295
1,video_1,0,0,windowed,5.666812,15.440018
1,video_1,0,0,windowed,5.700147,15.673265
1,video_1,0,0,windowed,5.733481,15.821573
1,video_1,0,0,windowed,5.766815,15.636821
1,video_1,0,0,windowed,5.800149,15.239053
1,video_1,0,0,windowed,5.833483,14.769538
1,video_1,0,0,windowed,5.866818,14.415182
1,video_1,0,0,windowed,5.900152,14.281996
1,video_1,0,0,windowed,5.933486,14.282220
1,video_1,0,0,windowed,5.966820,14.423310
1,video_1,0,0,windowed,6.000154,14.605095
1,video_1,0,0,windowed,6.033489,14.831957
1,video_1,0,0,windowed,6.066823,15.161248
1,video_1,0,0,windowed,6.100157,15.517998
1,video_1,0,0,windowed,6.133491,15.715821
1,video_1,0,0,windowed,6.166825,15.584096
1,video_1,0,0,windowed,6.200160,15.151140
1,video_1,0,0,windowed,6.233494,14.718435
1,video_1,0,0,windowed,6.266828,14.437797
1,video_1,0,0,windowed,6.300162,14.268382
1,video_1,0,0,windowed,6.333496,14.198459
1,video_1,0,0,windowed,6.366831,14.169371
1,video_1,0,0,windowed,6.400165,14.296840
1,video_1,0,0,windowed,6.433499,14.439864
1,video_1,0,0,windowed,6.466833,14.660542
1,video_1,0,0,windowed,6.500167,14.950906
1,video_1,0,0,windowed,6.533501,15.320142
1,video_1,0,0,windowed,6.566836,15.549154
1,video_1,0,0,windowed,6.600170,15.438641
1,video_1,0,0,windowed,6.633504,15.068398
1,video_1,0,0,windowed,6.666838,14.605839
1,video_1,0,0,windowed,6.700172,14.308734
1,video_1,0,0,windowed,6.733507,14.077941
1,video_1,0,0,windowed,6.766841,14.032792
1,video_1,0,0,windowed,6.800175,14.062772
1,video_1,0,0,windowed,6.833509,14.219887
1,video_1,0,0,windowed,6.866843,14.348754
1,video_1,0,0,windowed,6.900178,14.531506
1,video_1,0,0,windowed,6.933512,14.835592
1,video_1,0,0,windowed,6.966846,15.177442
1,video_1,0,0,windowed,7.000180,15.348402
1,video_1,0,0,windowed,7.033514,15.168654
1,video_1,0,0,windowed,7.066849,14.789942
1,video_1,0,0,windowed,7.100183,14.401063
1,video_1,0,0,windowed,7.133517,14.136942
1,video_1,0,0,windowed,7.166851,13.913840
1,video_1,0,0,windowed,7.200185,13.826718
1,video_1,0,0,windowed,7.233520,13.851453
1,video_1,0,0,windowed,7.266854,14.049992
1,video_1,0,0,windowed,7.300188,14.207567
1,video_1,0,0,windowed,7.333522,14.383272
1,video_1,0,0,windowed,7.366856,14.647913
1,video_1,0,0,windowed,7.400190,15.002279
1,video_1,0,0,windowed,7.433525,15.242574
1,video_1,0,0,windowed,7.466859,15.080010
1,video_1,0,0,windowed,7.500193,14.648222
1,video_1,0,0,windowed,7.533527,14.191997
1,video_1,0,0,windowed,7.566861,13.950243
1,video_1,0,0,windowed,7.600196,13.827613
1,video_1,0,0,windowed,7.633530,13.776462
1,video_1,0,0,windowed,7.666864,13.782435
1,video_1,0,0,windowed,7.700198,13.905214
1,video_1,0,0,windowed,7.733532,14.047750
1,video_1,0,0,windowed,7.766867,14.214056
1,video_1,0,0,windowed,7.800201,14.428457
1,video_1,0,0,windowed,7.833535,14.678826
1,video_1,0,0,windowed,7.866869,14.883340
1,video_1,0,0,windowed,7.900203,14.831130
1,video_1,0,0,windowed,7.933538,14.577439
1,video_1,0,0,windowed,7.966872,14.206445
1,video_1,0,0,windowed,8.000206,13.879738
1,video_1,0,0,windowed,8.033540,13.662639
1,video_1,0,0,windowed,8.066874,13.557881
1,video_1,0,0,windowed,8.100209,13.561811
1,video_1,0,0,windowed,8.133543,13.674822
1,video_1,0,0,windowed,8.166877,13.835335
1,video_1,0,0,windowed,8.200211,14.028643
1,video_1,0,0,windowed,8.233545,14.268006
1,video_1,0,0,windowed,8.266879,14.503257
1,video_1,0,0,windowed,8.300214,14.697875
1,video_1,0,0,windowed,8.333548,14.701639
1,video_1,0,0,windowed,8.366882,14.510458
1,video_1,0,0,windowed,8.400216,14.212624
1,video_1,0,0,windowed,8.433550,13.911261
1,video_1,0,0,windowed,8.466885,13.671955
1,video_1,0,0,windowed,8.500219,13.465445
1,video_1,0,0,windowed,8.533553,13.375929
1,video_1,0,0,windowed,8.566887,13.412500
1,video_1,0,0,windowed,8.600221,13.598925
1,video_1,0,0,windowed,8.633556,13.725363
1,video_1,0,0,windowed,8.666890,13.879914
1,video_1,0,0,windowed,8.700224,14.051251
1,video_1,0,0,windowed,8.733558,14.329574
1,video_1,0,0,windowed,8.766892,14.542709
1,video_1,0,0,windowed,8.800227,14.483417
1,video_1,0,0,windowed,8.833561,14.244070
1,video_1,0,0,windowed,8.866895,13.877958
1,video_1,0,0,windowed,8.900229,13.632603
1,video_1,0,0,windowed,8.933563,13.421468
1,video_1,0,0,windowed,8.966898,13.294424
1,video_1,0,0,windowed,9.000232,13.245319
1,video_1,0,0,windowed,9.033566,13.317363
1,video_1,0,0,windowed,9.066900,13.465883
1,video_1,0,0,windowed,9.100234,13.635211
1,video_1,0,0,windowed,9.133568,13.825756
1,video_1,0,0,windowed,9.166903,14.053469
1,video_1,0,0,windowed,9.200237,14.317114
1,video_1,0,0,windowed,9.233571,14.448428
1,video_1,0,0,windowed,9.266905,14.327488
1,video_1,0,0,windowed,9.300239,13.997893
1,video_1,0,0,windowed,9.333574,13.595968
1,video_1,0,0,windowed,9.366908,13.317860
1,video_1,0,0,windowed,9.400242,13.147036
1,video_1,0,0,windowed,9.433576,13.086606
1,video_1,0,0,windowed,9.466910,13.103944
1,video_1,0,0,windowed,9.500245,13.206545
1,video_1,0,0,windowed,9.533579,13.368854
1,video_1,0,0,windowed,9.566913,13.525776
1,video_1,0,0,windowed,9.600247,13.712568
1,video_1,0,0,windowed,9.633581,13.911953
1,video_1,0,0,windowed,9.666916,14.117928
1,video_1,0,0,windowed,9.700250,14.173318
1,video_1,0,0,windowed,9.733584,14.017466
1,video_1,0,0,windowed,9.766918,13.752875
1,video_1,0,0,windowed,9.800252,13.451816
1,video_1,0,0,windowed,9.833587,13.243589
1,video_1,0,0,windowed,9.866921,13.054037
1,video_1,0,0,windowed,9.900255,12.933045
1,video_1,0,0,windowed,9.933589,12.910106
1,video_1,0,0,windowed,9.966923,12.983128
1,video_1,0,0,windowed,10.000257,13.164404
1,video_1,0,0,windowed,10.033592,13.371210
1,video_1,0,0,windowed,10.066926,13.635677
1,video_1,0,0,windowed,10.100260,13.910512
1,video_1,0,0,windowed,10.133594,14.065882
1,video_1,0,0,windowed,10.166928,14.044205
1,video_1,0,0,windowed,10.200263,13.801851
1,video_1,0,0,windowed,10.233597,13.482104
1,video_1,0,0,windowed,10.266931,13.195877
1,video_1,0,0,windowed,10.300265,12.954887
1,video_1,0,0,windowed,10.333599,12.804870
1,video_1,0,0,windowed,10.366934,12.714253
1,video_1,0,0,windowed,10.400268,12.747410
1,video_1,0,0,windowed,10.433602,12.875986
1,video_1,0,0,windowed,10.466936,13.029667
1,video_1,0,0,windowed,10.500270,13.169380
1,video_1,0,0,windowed,10.533605,13.331512
1,video_1,0,0,windowed,10.566939,13.560644
1,video_1,0,0,windowed,10.600273,13.829696
1,video_1,0,0,windowed,10.633607,13.936627
1,video_1,0,0,windowed,10.666941,13.776153
1,video_1,0,0,windowed,10.700276,13.425712
1,video_1,0,0,windowed,10.733610,13.078635
1,video_1,0,0,windowed,10.766944,12.858289
1,video_1,0,0,windowed,10.800278,12.714191
1,video_1,0,0,windowed,10.833612,12.585525
1,video_1,0,0,windowed,10.866946,12.546335
1,video_1,0,0,windowed,10.900281,12.632703
1,video_1,0,0,windowed,10.933615,12.844390
1,video_1,0,0,windowed,10.966949,13.001368
1,video_1,0,0,windowed,11.000283,13.111990
1,video_1,0,0,windowed,11.033617,13.285332
1,video_1,0,0,windowed,11.066952,13.531654
1,video_1,0,0,windowed,11.100286,13.775968
1,video_1,0,0,windowed,11.133620,13.723659
1,video_1,0,0,windowed,11.166954,13.467854
1,video_1,0,0,windowed,11.200288,13.092541
1,video_1,0,0,windowed,11.233623,12.801580
1,video_1,0,0,windowed,11.266957,12.612352
1,video_1,0,0,windowed,11.300291,12.444536
1,video_1,0,0,windowed,11.333625,12.384763
1,video_1,0,0,windowed,11.366959,12.389548
1,video_1,0,0,windowed,11.400294,12.517093
1,video_1,0,0,windowed,11.433628,12.670198
1,video_1,0,0,windowed,11.466962,12.836873
1,video_1,0,0,windowed,11.500296,13.033994
1,video_1,0,0,windowed,11.533630,13.275630
1,video_1,0,0,windowed,11.566965,13.528720
1,video_1,0,0,windowed,11.600299,13.614823
1,video_1,0,0,windowed,11.633633,13.469286
1,video_1,0,0,windowed,11.666967,13.117322
1,video_1,0,0,windowed,11.700301,12.733881
1,video_1,0,0,windowed,11.733636,12.452093
1,video_1,0,0,windowed,11.766970,12.291256
1,video_1,0,0,windowed,11.800304,12.209601
1,video_1,0,0,windowed,11.833638,12.229993
1,video_1,0,0,windowed,11.866972,12.324235
1,video_1,0,0,windowed,11.900306,12.505055
1,video_1,0,0,windowed,11.933641,12.635946
1,video_1,0,0,windowed,11.966975,12.765203
1,video_1,0,0,windowed,12.000309,12.916876
1,video_1,0,0,windowed,12.033643,13.122247
1,video_1,0,0,windowed,12.066977,13.311903
1,video_1,0,0,windowed,12.100312,13.314533
1,video_1,0,0,windowed,12.133646,13.129841
1,video_1,0,0,windowed,12.166980,12.796808
1,video_1,0,0,windowed,12.200314,12.508969
1,video_1,0,0,windowed,12.233648,12.306313
1,video_1,0,0,windowed,12.266983,12.197471
1,video_1,0,0,windowed,12.300317,12.080950
1,video_1,0,0,windowed,12.333651,12.041239
1,video_1,0,0,windowed,12.366985,12.078760
1,video_1,0,0,windowed,12.400319,12.261828
1,video_1,0,0,windowed,12.433654,12.455279
1,video_1,0,0,windowed,12.466988,12.610540
1,video_1,0,0,windowed,12.500322,12.787555
1,video_1,0,0,windowed,12.533656,12.966912
1,video_1,0,0,windowed,12.566990,13.181216
1,video_1,0,0,windowed,12.600325,13.189394
1,video_1,0,0,windowed,12.633659,13.012744
1,video_1,0,0,windowed,12.666993,12.666213
1,video_1,0,0,windowed,12.700327,12.346887
1,video_1,0,0,windowed,12.733661,12.138049
1,video_1,0,0,windowed,12.766995,11.992835
1,video_1,0,0,windowed,12.800330,11.893395
1,video_1,0,0,windowed,12.833664,11.880172
1,video_1,0,0,windowed,12.866998,11.983407
1,video_1,0,0,windowed,12.900332,12.171894
1,video_1,0,0,windowed,12.933666,12.309602
1,video_1,0,0,windowed,12.967001,12.386566
1,video_1,0,0,windowed,13.000335,12.502420
1,video_1,0,0,windowed,13.033669,12.679335
1,video_1,0,0,windowed,13.067003,12.927590
1,video_1,0,0,windowed,13.100337,13.040686
1,video_1,0,0,windowed,13.133672,12.944157
1,video_1,0,0,windowed,13.167006,12.620691
1,video_1,0,0,windowed,13.200340,12.239669
1,video_1,0,0,windowed,13.233674,11.960211
1,video_1,0,0,windowed,13.267008,11.839248
1,video_1,0,0,windowed,13.300343,11.769911
1,video_1,0,0,windowed,13.333677,11.726276
1,video_1,0,0,windowed,13.367011,11.718681
1,video_1,0,0,windowed,13.400345,11.816577
1,video_1,0,0,windowed,13.433679,12.003300
1,video_1,0,0,windowed,13.467014,12.127993
1,video_1,0,0,windowed,13.500348,12.275002
1,video_1,0,0,windowed,13.533682,12.460103
1,video_1,0,0,windowed,13.567016,12.739440
1,video_1,0,0,windowed,13.600350,12.951593
1,video_1,0,0,windowed,13.633684,12.862619
1,video_1,0,0,windowed,13.667019,12.549652
1,video_1,0,0,windowed,13.700353,12.141868
1,video_1,0,0,windowed,13.733687,11.865259
1,video_1,0,0,windowed,13.767021,11.712973
1,video_1,0,0,windowed,13.800355,11.618899
1,video_1,0,0,windowed,13.833690,11.533199
1,video_1,0,0,windowed,13.867024,11.524132
1,video_1,0,0,windowed,13.900358,11.594230
1,video_1,0,0,windowed,13.933692,11.743981
1,video_1,0,0,windowed,13.967026,11.886231
1,video_1,0,0,windowed,14.000361,11.990396
1,video_1,0,0,windowed,14.033695,12.126807
1,video_1,0,0,windowed,14.067029,12.295795
1,video_1,0,0,windowed,14.100363,12.510183
1,video_1,0,0,windowed,14.133697,12.613025
1,video_1,0,0,windowed,14.167032,12.566335
1,video_1,0,0,windowed,14.200366,12.354611
1,video_1,0,0,windowed,14.233700,12.060622
1,video_1,0,0,windowed,14.267034,11.769397
1,video_1,0,0,windowed,14.300368,11.535710
1,video_1,0,0,windowed,14.333703,11.396559
1,video_1,0,0,windowed,14.367037,11.329534
1,video_1,0,0,windowed,14.400371,11.354156
1,video_1,0,0,windowed,14.433705,11.452368
1,video_1,0,0,windowed,14.467039,11.616750
1,video_1,0,0,windowed,14.500373,11.758003
1,video_1,0,0,windowed,14.533708,11.892465
1,video_1,0,0,windowed,14.567042,12.018361
1,video_1,0,0,windowed,14.600376,12.206362
1,video_1,0,0,windowed,14.633710,12.440280
1,video_1,0,0,windowed,14.667044,12.502272
1,video_1,0,0,windowed,14.700379,12.385748
1,video_1,0,0,windowed,14.733713,12.046331
1,video_1,0,0,windowed,14.767047,11.726177
1,video_1,0,0,windowed,14.800381,11.493881
1,video_1,0,0,windowed,14.833715,11.334088
1,video_1,0,0,windowed,14.867050,11.245704
1,video_1,0,0,windowed,14.900384,11.148392
1,video_1,0,0,windowed,14.933718,11.164418
1,video_1,0,0,windowed,14.967052,11.249054
1,video_1,0,0,windowed,15.000386,11.410518
1,video_1,0,0,windowed,15.033721,11.540289
1,video_1,0,0,windowed,15.067055,11.639135
1,video_1,0,0,windowed,15.100389,11.762221
1,video_1,0,0,windowed,15.133723,11.937060
1,video_1,0,0,windowed,15.167057,12.152370
1,video_1,0,0,windowed,15.200392,12.264085
1,video_1,0,0,windowed,15.233726,12.211311
1,video_1,0,0,windowed,15.267060,12.003171
1,video_1,0,0,windowed,15.300394,11.710468
1,video_1,0,0,windowed,15.333728,11.428685
1,video_1,0,0,windowed,15.367062,11.203703
1,video_1,0,0,windowed,15.400397,11.055368
1,video_1,0,0,windowed,15.433731,10.967197
1,video_1,0,0,windowed,15.467065,10.988596
1,video_1,0,0,windowed,15.500399,11.075911
1,video_1,0,0,windowed,15.533733,11.239886
1,video_1,0,0,windowed,15.567068,11.383666
1,video_1,0,0,windowed,15.600402,11.467901
1,video_1,0,0,windowed,15.633736,11.606829
1,video_1,0,0,windowed,15.667070,11.767288
1,video_1,0,0,windowed,15.700404,12.004088
1,video_1,0,0,windowed,15.733739,12.108290
1,video_1,0,0,windowed,15.767073,12.050862
1,video_1,0,0,windowed,15.800407,11.821321
1,video_1,0,0,windowed,15.833741,11.523586
1,video_1,0,0,windowed,15.867075,11.245165
1,video_1,0,0,windowed,15.900410,11.040073
1,video_1,0,0,windowed,15.933744,10.925164
1,video_1,0,0,windowed,15.967078,10.847801
1,video_1,0,0,windowed,16.000412,10.811203
1,video_1,0,0,windowed,16.033746,10.791283
1,video_1,0,0,windowed,16.067081,10.871428
1,video_1,0,0,windowed,16.100415,11.035952
1,video_1,0,0,windowed,16.133749,11.185669
1,video_1,0,0,windowed,16.167083,11.330310
1,video_1,0,0,windowed,16.200417,11.465550
1,video_1,0,0,windowed,16.233751,11.674840
1,video_1,0,0,windowed,16.267086,11.867860
1,video_1,0,0,windowed,16.300420,11.946557
1,video_1,0,0,windowed,16.333754,11.853090
1,video_1,0,0,windowed,16.367088,11.605391
1,video_1,0,0,windowed,16.400422,11.305186
1,video_1,0,0,windowed,16.433757,11.018814
1,video_1,0,0,windowed,16.467091,10.820163
1,video_1,0,0,windowed,16.500425,10.681820
1,video_1,0,0,windowed,16.533759,10.612628
1,video_1,0,0,windowed,16.567093,10.589716
1,video_1,0,0,windowed,16.600428,10.653657
1,video_1,0,0,windowed,16.633762,10.787066
1,video_1,0,0,windowed,16.667096,10.936025
1,video_1,0,0,windowed,16.700430,11.037031
1,video_1,0,0,windowed,16.733764,11.136744
1,video_1,0,0,windowed,16.767099,11.256602
1,video_1,0,0,windowed,16.800433,11.480224
1,video_1,0,0,windowed,16.833767,11.672972
1,video_1,0,0,windowed,16.867101,11.761978
1,video_1,0,0,windowed,16.900435,11.640982
1,video_1,0,0,windowed,16.933770,11.365163
1,video_1,0,0,windowed,16.967104,11.060336
1,video_1,0,0,windowed,17.000438,10.769134
1,video_1,0,0,windowed,17.033772,10.605290
1,video_1,0,0,windowed,17.067106,10.511781
1,video_1,0,0,windowed,17.100441,10.483603
1,video_1,0,0,windowed,17.133775,10.463304
1,video_1,0,0,windowed,17.167109,10.484334
1,video_1,0,0,windowed,17.200443,10.587940
1,video_1,0,0,windowed,17.233777,10.738112
1,video_1,0,0,windowed,17.267111,10.865203
1,video_1,0,0,windowed,17.300446,10.940080
1,video_1,0,0,windowed,17.333780,11.048165
1,video_1,0,0,windowed,17.367114,11.219054
1,video_1,0,0,windowed,17.400448,11.418139
1,video_1,0,0,windowed,17.433782,11.517044
1,video_1,0,0,windowed,17.467117,11.424199
1,video_1,0,0,windowed,17.500451,11.218026
1,video_1,0,0,windowed,17.533785,10.932507
1,video_1,0,0,windowed,17.567119,10.705697
1,video_1,0,0,windowed,17.600453,10.524445
1,video_1,0,0,windowed,17.633788,10.401172
1,video_1,0,0,windowed,17.667122,10.335670
1,video_1,0,0,windowed,17.700456,10.271851
1,video_1,0,0,windowed,17.733790,10.309721
1,video_1,0,0,windowed,17.767124,10.387495
1,video_1,0,0,windowed,17.800459,10.541777
1,video_1,0,0,windowed,17.833793,10.654768
1,video_1,0,0,windowed,17.867127,10.677679
1,video_1,0,0,windowed,17.900461,10.734885
1,video_1,0,0,windowed,17.933795,10.852721
1,video_1,0,0,windowed,17.967130,11.081603
1,video_1,0,0,windowed,18.000464,11.234991
1,video_1,0,0,windowed,18.033798,11.270641
1,video_1,0,0,windowed,18.067132,11.147542
1,video_1,0,0,windowed,18.100466,10.935334
1,video_1,0,0,windowed,18.133800,10.671425
1,video_1,0,0,windowed,18.167135,10.424508
1,video_1,0,0,windowed,18.200469,10.257600
1,video_1,0,0,windowed,18.233803,10.152735
1,video_1,0,0,windowed,18.267137,10.111023
1,video_1,0,0,windowed,18.300471,10.079021
1,video_1,0,0,windowed,18.333806,10.116110
1,video_1,0,0,windowed,18.367140,10.228547
1,video_1,0,0,windowed,18.400474,10.383750
1,video_1,0,0,windowed,18.433808,10.513146
1,video_1,0,0,windowed,18.467142,10.560302
1,video_1,0,0,windowed,18.500477,10.618312
1,video_1,0,0,windowed,18.533811,10.754171
1,video_1,0,0,windowed,18.567145,10.961547
1,video_1,0,0,windowed,18.600479,11.133299
1,video_1,0,0,windowed,18.633813,11.089008
1,video_1,0,0,windowed,18.667148,10.885388
1,video_1,0,0,windowed,18.700482,10.607500
1,video_1,0,0,windowed,18.733816,10.385485
1,video_1,0,0,windowed,18.767150,10.259042
1,video_1,0,0,windowed,18.800484,10.149417
1,video_1,0,0,windowed,18.833819,10.047260
1,video_1,0,0,windowed,18.867153,9.954042
1,video_1,0,0,windowed,18.900487,9.884906
1,video_1,0,0,windowed,18.933821,9.921418
1,video_1,0,0,windowed,18.967155,10.002162
1,video_1,0,0,windowed,19.000489,10.135870
1,video_1,0,0,windowed,19.033824,10.255982
1,video_1,0,0,windowed,19.067158,10.300642
1,video_1,0,0,windowed,19.100492,10.371014
1,video_1,0,0,windowed,19.133826,10.470210
1,video_1,0,0,windowed,19.167160,10.678022
1,video_1,0,0,windowed,19.200495,10.880561
1,video_1,0,0,windowed,19.233829,10.957438
1,video_1,0,0,windowed,19.267163,10.853701
1,video_1,0,0,windowed,19.300497,10.575901
1,video_1,0,0,windowed,19.333831,10.274767
1,video_1,0,0,windowed,19.367166,10.029084
